772,騷
773,驍
774,驗
775,髮
776,魁
777,魯
778,鮎
779,鯉
780,鯛
781,鰯
782,鱒
783,鱗
784,鳩
785,鳳
786,鳶
787,鴨
788,鴻
789,鵜
790,鵬
791,鷄
792,鷗
793,鷲
794,鷹
795,鷺
796,麒
797,麟
798,麿
799,黃
800,黎
801,黛
802,黑
803,默
804,鼎
805,齊
806,龍
807,欄
808,廊
809,朗
810,虜
811,類
812,猪
813,神
814,祥
815,福
816,諸
817,都
818,侮
819,僧
820,勉
821,嘆
822,器
823,墨
824,層
825,悔
826,憎
827,懲
828,敏
829,暑
830,梅
831,海
832,渚
833,漢
834,勤
835,卑
836,煮
837,琢
838,碑
839,祐
840,祖
841,祝
842,禍
843,禎
844,穀
845,突
846,節
847,練
848,繁
849,署
850,者
851,臭
852,著
853,社
854,祉
855,祈
856,視
857,謁
858,賓
859,謹
860,贈
861,逸
862,難
863,響
